,open,high,low,close,adjclose,volume,ticker,macd,macds,macdh,close_-1_s,tr,atr,close_10_sma,close_50_sma,dma
2005-02-16,4392.7900390625,4392.7900390625,4348.66015625,4368.77001953125,4368.77001953125,93198600.0,^GDAXI,32.011245724602304,23.380943955969716,8.630301768632588,4402.02978515625,53.36962890625,38.78828660398079,4359.88193359375,4283.343631628788,76.53830196496165
2005-02-17,4370.31982421875,4387.89990234375,4359.6298828125,4369.68017578125,4369.68017578125,90772200.0,^GDAXI,31.147743013916624,24.9350918141452,6.212651199771425,4368.77001953125,28.27001953125,37.965680527195225,4368.6859375,4285.882941750919,82.80299574908167
2005-02-18,4363.47021484375,4387.47998046875,4351.02001953125,4359.47021484375,4359.47021484375,117144100.0,^GDAXI,29.349295596095544,25.818290838622787,3.5310047574727577,4369.68017578125,36.4599609375,37.848715034129434,4370.70498046875,4287.985435267857,82.71954520089366
2005-02-21,4363.2099609375,4373.14990234375,4342.2099609375,4353.33984375,4353.33984375,88462800.0,^GDAXI,27.143579630722343,26.083434641125997,1.0601449895963455,4359.47021484375,30.93994140625,37.31537060210565,4369.403955078125,4289.800835503473,79.60311957465274
2005-02-22,4347.2998046875,4350.10009765625,4304.5498046875,4323.2099609375,4323.2099609375,108171400.0,^GDAXI,22.829889455066223,25.432556626320466,-2.602667171254243,4353.33984375,48.7900390625,38.1961121018998,4364.5859375,4290.703784839527,73.88215266047337
2005-02-23,4293.64990234375,4310.66015625,4276.009765625,4310.66015625,4310.66015625,119528000.0,^GDAXI,18.240242515296814,23.99379498501372,-5.753552469716908,4323.2099609375,47.2001953125,38.88356126766205,4360.336962890625,4291.228952508223,69.10801038240152
2005-02-24,4304.740234375,4311.68017578125,4288.6201171875,4304.2900390625,4304.2900390625,113853600.0,^GDAXI,13.953891107672462,21.985480521069242,-8.03158941339678,4310.66015625,23.06005859375,37.68137375850908,4356.564990234375,4291.563852163462,65.00113807091293
2005-02-25,4327.7001953125,4352.16015625,4327.10009765625,4348.64013671875,4348.64013671875,121016100.0,^GDAXI,13.826691562284395,20.35350580266386,-6.526814240379466,4304.2900390625,47.8701171875,38.45195828403383,4352.6490234375,4292.990759277343,59.65826416015625
2005-02-28,4360.33984375,4375.7998046875,4346.240234375,4350.490234375,4350.490234375,110897300.0,^GDAXI,13.710286473925407,19.024720636240687,-5.31443416231528,4348.64013671875,29.5595703125,37.782232828065,4349.058056640625,4294.393185499238,54.664871141387266
2005-03-01,4345.240234375,4388.419921875,4335.0400390625,4383.6201171875,4383.6201171875,108790800.0,^GDAXI,16.008545173620405,18.42143422178437,-2.412889048163965,4350.490234375,53.3798828125,38.95241431280261,4347.21708984375,4296.51763625372,50.69945359002941
2005-03-02,4374.9501953125,4396.669921875,4363.85986328125,4393.43017578125,4393.43017578125,102074400.0,^GDAXI,18.380621222977425,18.413271066467416,-0.03264984348999178,4383.6201171875,32.81005859375,38.49324717120668,4349.68310546875,4298.771416242733,50.91168922601719
2005-03-03,4378.72021484375,4399.8798828125,4371.64990234375,4373.27001953125,4373.27001953125,119412600.0,^GDAXI,18.469464719883035,18.424510409078554,0.04495431080448142,4393.43017578125,28.22998046875,37.728567527620704,4350.04208984375,4300.4645663174715,49.57752352627813
2005-03-04,4380.72998046875,4424.27978515625,4373.2998046875,4423.52001953125,4423.52001953125,102514200.0,^GDAXI,22.219917278043795,19.183624846968588,3.036292431075207,4373.27001953125,51.009765625,38.71506621768605,4356.4470703125,4303.199131944444,53.24793836805566
2005-03-07,4424.77001953125,4435.31005859375,4417.56005859375,4428.08984375,4428.08984375,81185200.0,^GDAXI,25.257259773998157,20.398394160907227,4.858865613090931,4423.52001953125,17.75,37.16225079692445,4363.9220703125,4305.914147418478,58.00792289402216
2005-03-08,4417.10986328125,4422.89013671875,4388.10986328125,4396.5,4396.5,108129500.0,^GDAXI,24.889575431901903,21.296655454976463,3.5929199769254403,4428.08984375,39.97998046875,37.370401873614014,4371.25107421875,4307.841505984043,63.40956823470697
2005-03-09,4395.240234375,4428.5400390625,4365.22998046875,4375.60009765625,4375.60009765625,107592100.0,^GDAXI,22.68810718250552,21.574952006702762,1.1131551758027562,4396.5,63.31005859375,39.281943351090185,4377.745068359375,4309.253143310547,68.4919250488283
2005-03-10,4358.2900390625,4365.41015625,4330.2099609375,4337.68017578125,4337.68017578125,140177100.0,^GDAXI,17.7441172554054,20.808771387324278,-3.0646541319188785,4375.60009765625,45.39013671875,39.731051005229354,4381.08408203125,4309.833286830357,71.25079520089275
2005-03-11,4359.93017578125,4379.93994140625,4353.56005859375,4360.490234375,4360.490234375,108533000.0,^GDAXI,15.452666367453276,19.737535094154797,-4.2848687267015215,4337.68017578125,42.259765625,39.916586834897196,4382.269091796875,4310.84642578125,71.4226660156246
2005-03-14,4353.72998046875,4371.27978515625,4340.02001953125,4367.2998046875,4367.2998046875,69258200.0,^GDAXI,14.014552435040969,18.592925493200735,-4.578373058159766,4360.490234375,31.259765625,39.28265378699123,4383.950048828125,4312.361826171875,71.58822265624985
2005-03-15,4370.3798828125,4392.169921875,4369.83984375,4387.68994140625,4387.68994140625,92325900.0,^GDAXI,14.326954691236097,17.739723539332477,-3.4127688480963805,4367.2998046875,24.8701171875,38.22913078992081,4384.35703125,4314.305625,70.05140624999967
2005-03-16,4378.9599609375,4384.77001953125,4301.3798828125,4309.10986328125,4309.10986328125,128389000.0,^GDAXI,8.237961766675653,15.839357297859245,-7.6013955311835915,4387.68994140625,86.31005859375,41.737878610571954,4375.925,4315.323017578125,60.60198242187562
2005-03-17,4307.72998046875,4322.81982421875,4295.7001953125,4315.919921875,4315.919921875,99492600.0,^GDAXI,3.90970788805771,13.453413467655682,-9.543705579597972,4309.10986328125,27.11962890625,40.672747116973724,4370.189990234375,4315.6226171875,54.56737304687522
2005-03-18,4316.93017578125,4339.5,4310.4599609375,4327.18017578125,4327.18017578125,149874600.0,^GDAXI,1.3608214536516243,11.034883753862433,-9.674062300210808,4315.919921875,29.0400390625,39.82636573344105,4360.556005859375,4315.83822265625,44.71778320312478
2005-03-21,4322.47021484375,4336.81005859375,4295.39013671875,4296.35986328125,4296.35986328125,89885900.0,^GDAXI,-3.079251993849539,8.21204604283028,-11.29129803667982,4327.18017578125,41.419921875,39.94215687443377,4347.3830078125,4315.618017578125,31.764990234375546
2005-03-22,4301.240234375,4323.9599609375,4281.75,4320.68994140625,4320.68994140625,92418800.0,^GDAXI,-4.603756751840592,5.648877811935395,-10.252634563775988,4296.35986328125,42.2099609375,40.106737272389104,4339.802001953125,4316.87162109375,22.930380859374964
2005-03-23,4291.3798828125,4325.2001953125,4275.5498046875,4317.2001953125,4317.2001953125,105353300.0,^GDAXI,-6.020832155183598,3.314930229817437,-9.335762385001035,4320.68994140625,49.650390625,40.79855339929494,4333.96201171875,4319.039228515625,14.922783203124709
2005-03-24,4325.240234375,4347.72021484375,4315.72998046875,4343.60009765625,4343.60009765625,84682600.0,^GDAXI,-4.977088543672835,1.6565232982428486,-6.633611841915684,4317.2001953125,31.990234375,40.160718198874946,4334.55400390625,4321.668427734375,12.885576171875073
2005-03-25,,,,,,,^GDAXI,-4.977088543672835,0.3297988966604827,-5.306887440333318,4343.60009765625,,40.160718198874946,4331.672200520833,4323.491051498724,8.181149022108912
2005-03-28,,,,,,,^GDAXI,-4.977088543672835,-0.73157989265279,-4.245508651020045,,,40.160718198874946,4327.21875,4325.115661621094,2.10308837890625
2005-03-29,4331.9599609375,4352.14990234375,4308.919921875,4351.89013671875,4351.89013671875,68110400.0,^GDAXI,-2.8446777541048505,-1.1541998794476789,-1.6904778746571716,,,40.160718198874946,4322.7437744140625,4327.22358194987,-4.479807535807595
2005-03-30,4325.97021484375,4347.52001953125,4320.009765625,4347.52001953125,4347.52001953125,81672200.0,^GDAXI,-1.8135372305550845,-1.2860674531374319,-0.5274697774176527,4351.89013671875,31.88037109375,39.42580137186263,4327.5450439453125,4329.347961425781,-1.80291748046875
2005-03-31,4369.27001953125,4376.27001953125,4344.6298828125,4348.77001953125,4348.77001953125,86122100.0,^GDAXI,-0.9347796661022585,-1.2158098516289861,0.28103018552672765,4347.52001953125,31.64013671875,38.746558181716274,4331.651306152344,4332.021708170573,-0.37040201822946983
2005-04-01,4348.02978515625,4393.2001953125,4347.52978515625,4373.52978515625,4373.52978515625,89610600.0,^GDAXI,2.0996894343370514,-0.5527096614479905,2.652399095785042,4348.77001953125,45.67041015625,39.341210452662004,4337.445007324219,4335.351491292317,2.093516031901345
2005-04-04,4355.83984375,4357.97021484375,4323.240234375,4341.39013671875,4341.39013671875,81129800.0,^GDAXI,1.2699196753364959,-0.18818364764841336,1.4581033229849092,4373.52978515625,50.28955078125,40.26810508689358,4343.073791503906,4338.257741292317,4.816050211588845
2005-04-05,4356.6201171875,4366.7099609375,4352.85009765625,4362.60986328125,4362.60986328125,69605700.0,^GDAXI,2.54875216642904,0.3592036910905851,2.1895484753384546,4341.39013671875,25.31982421875,39.01909956808745,4348.313781738281,4340.938151041667,7.37563069661428
2005-04-06,4373.16015625,4379.18017578125,4360.81005859375,4379.18017578125,4379.18017578125,83582700.0,^GDAXI,4.905762679933105,1.2685157226523847,3.63724695728072,4362.60986328125,18.3701171875,37.314442821858684,4356.061279296875,4344.37690226237,11.684377034504905
2005-04-07,4368.35009765625,4394.18017578125,4354.77978515625,4389.52001953125,4389.52001953125,98553800.0,^GDAXI,7.479974986667912,2.510807830980156,4.969167155687757,4379.18017578125,39.400390625,37.48475146094511,4361.80126953125,4347.9833577473955,13.81791178385447
2005-04-08,4399.43994140625,4413.240234375,4393.43017578125,4400.68017578125,4400.68017578125,81370100.0,^GDAXI,10.25110425333878,4.058867370185784,6.192236883152997,4389.52001953125,23.72021484375,36.3723024469772,4366.121148003473,4352.126485188802,13.994662814670846
2005-04-11,4388.81005859375,4406.10986328125,4380.47998046875,4396.08984375,4396.08984375,63100700.0,^GDAXI,11.830947304586516,5.613283561689844,6.217663742896672,4400.68017578125,25.6298828125,35.51217848467581,4369.118017578125,4355.068979899089,14.049037679035791
2005-04-12,4395.8798828125,4401.7998046875,4366.25,4372.1201171875,4372.1201171875,73418500.0,^GDAXI,10.914355938876724,6.673498148780847,4.240857790095878,4396.08984375,35.5498046875,35.515165334507905,4371.141015625,4356.98876953125,14.152246093750364
2005-04-13,4395.33984375,4410.9501953125,4393.06005859375,4405.68994140625,4405.68994140625,91897900.0,^GDAXI,12.795211837570605,7.8978409896894775,4.8973708478811275,4372.1201171875,38.830078125,35.77623388719026,4376.9580078125,4359.267517089844,17.69049072265625
2005-04-14,4385.60986328125,4422.8798828125,4380.8701171875,4402.0498046875,4402.0498046875,109288700.0,^GDAXI,13.783857252528833,9.075044321600695,4.708812930928138,4405.68994140625,42.009765625,36.26358960212638,4382.285986328125,4361.776051839192,20.50993448893223
2005-04-15,4381.4501953125,4384.509765625,4309.25,4312.25,4312.25,155451000.0,^GDAXI,7.18289050133626,8.69661353714286,-1.5137230358065992,4402.0498046875,92.7998046875,40.654100953907594,4376.1580078125,4361.2129313151045,14.945076497395348
2005-04-18,4266.27001953125,4266.27001953125,4182.85986328125,4202.2001953125,4202.2001953125,174369400.0,^GDAXI,-6.775967671086619,5.6020971620121705,-12.37806483309879,4312.25,129.39013671875,47.50253400289279,4362.239013671875,4357.793141682942,4.445871988932595
2005-04-19,4211.259765625,4225.56005859375,4192.330078125,4204.60986328125,4204.60986328125,112569100.0,^GDAXI,-17.308702720256406,1.0199370274339217,-18.328639747690328,4202.2001953125,33.22998046875,46.40730923562729,4346.439013671875,4354.318552652995,-7.879538981120277
2005-04-20,4215.18994140625,4224.2099609375,4166.52978515625,4178.6201171875,4178.6201171875,127601000.0,^GDAXI,-27.32738238811544,-4.64952701219276,-22.67785537592268,4204.60986328125,57.68017578125,47.26778147756959,4326.3830078125,4350.682515462239,-24.2995076497391
2005-04-21,4160.259765625,4210.81982421875,4159.9501953125,4193.7001953125,4193.7001953125,115113500.0,^GDAXI,-33.59094915976948,-10.43781156954577,-23.153137590223707,4178.6201171875,50.86962890625,47.541373732278515,4306.801025390625,4347.5927327473955,-40.79170735677053
2005-04-22,4210.18017578125,4235.39990234375,4208.75,4223.0400390625,4223.0400390625,92986300.0,^GDAXI,-35.74811356004648,-15.499872057084776,-20.2482415029617,4193.7001953125,41.69970703125,47.09964848682465,4289.03701171875,4344.160237630208,-55.123225911457666
2005-04-25,4214.97021484375,4249.85986328125,4204.93017578125,4246.9599609375,4246.9599609375,73287900.0,^GDAXI,-35.119698493523174,-19.423837399836827,-15.695861093686347,4223.0400390625,44.9296875,46.93624833321156,4274.1240234375,4341.255238850911,-67.13121541341116
2005-04-26,4247.0498046875,4247.47021484375,4209.9501953125,4233.759765625,4233.759765625,106143700.0,^GDAXI,-35.257227009959934,-22.590515357669673,-12.66671165229026,4246.9599609375,37.52001953125,46.22993236205531,4260.28798828125,4337.749613444011,-77.46162516276036
2005-04-27,4219.64990234375,4219.64990234375,4157.509765625,4189.02001953125,4189.02001953125,130772100.0,^GDAXI,-38.47570899444236,-25.76755411376452,-12.708154880677839,4233.759765625,76.25,48.47371539984005,4238.62099609375,4334.004821777344,-95.38382568359339
2005-04-28,4204.72021484375,4215.35009765625,4159.8701171875,4178.10009765625,4178.10009765625,127120400.0,^GDAXI,-41.39933274558189,-28.893909862753443,-12.505422882828444,4189.02001953125,55.47998046875,48.99565325855736,4216.226025390625,4330.013570149739,-113.7875447591141
2005-04-29,4163.22998046875,4208.31982421875,4159.66015625,4184.83984375,4184.83984375,118041800.0,^GDAXI,-42.6708509117625,-31.649298088507862,-11.021552823254638,4178.10009765625,48.65966796875,48.9707002782422,4203.485009765625,4326.37543741862,-122.89042765299473
2005-05-02,4208.6298828125,4235.64013671875,4205.0498046875,4224.02001953125,4224.02001953125,56288300.0,^GDAXI,-40.08383563018742,-33.336205604656996,-6.747630025530427,4184.83984375,50.80029296875,49.1061958632507,4205.6669921875,4323.6812744140625,-118.0142822265625
2005-05-03,4229.990234375,4245.669921875,4218.06005859375,4245.5400390625,4245.5400390625,80737000.0,^GDAXI,-35.90275301323709,-33.849515088275005,-2.053237924962083,4224.02001953125,27.60986328125,47.51839971027179,4209.760009765625,4322.063151041667,-112.30314127604197
2005-05-04,4249.18994140625,4264.7998046875,4225.2099609375,4264.35009765625,4264.35009765625,100807800.0,^GDAXI,-30.736657194105646,-33.226943507595664,2.4902863134900173,4245.5400390625,39.58984375,46.93419071227028,4218.3330078125,4321.098358154297,-102.76535034179688
2005-05-05,4271.02978515625,4306.14990234375,4271.02978515625,4299.509765625,4299.509765625,70374900.0,^GDAXI,-23.569533411260636,-31.2954614837483,7.725928072487665,4264.35009765625,41.7998046875,46.556719204106,4228.91396484375,4320.998769124349,-92.08480428059829
2005-05-06,4297.14013671875,4314.97998046875,4276.16015625,4311.06005859375,4311.06005859375,86066000.0,^GDAXI,-16.780103703404166,-28.39238992217195,11.612286218767785,4299.509765625,38.81982421875,45.989101758034515,4237.715966796875,4320.215850830078,-82.49988403320276
2005-05-09,4305.68994140625,4306.31982421875,4277.64013671875,4292.41015625,4292.41015625,74161500.0,^GDAXI,-12.746597694276716,-25.26323147184375,12.516633777567034,4311.06005859375,33.419921875,45.06874586034803,4242.260986328125,4319.005849202474,-76.74486287434866
2005-05-10,4299.64013671875,4306.18017578125,4245.259765625,4251.1298828125,4251.1298828125,108707600.0,^GDAXI,-12.703406077810541,-22.751266389987162,10.04786031217662,4292.41015625,60.92041015625,46.2273765139828,4243.997998046875,4316.245635986328,-72.24763793945294
2005-05-11,4246.8798828125,4273.27978515625,4232.39990234375,4244.16015625,4244.16015625,103359100.0,^GDAXI,-13.074638828255956,-20.815940875761076,7.741302047505119,4251.1298828125,40.8798828125,45.83716633876104,4249.51201171875,4313.135843912761,-63.6238321940109
2005-05-12,4265.22021484375,4280.68994140625,4255.3798828125,4267.0498046875,4267.0498046875,102539300.0,^GDAXI,-11.406041678828842,-18.9339610349122,7.527919356083359,4244.16015625,36.52978515625,45.15904626303689,4258.406982421875,4310.922922770183,-52.515940348307595
2005-05-13,4255.6201171875,4275.81005859375,4241.669921875,4275.7001953125,4275.7001953125,103405400.0,^GDAXI,-9.284871819748332,-17.00414319067975,7.719271370931416,4267.0498046875,34.14013671875,44.35737330491,4267.493017578125,4307.843343098958,-40.350325520833394
2005-05-16,4266.81982421875,4273.8798828125,4251.990234375,4262.18017578125,4262.18017578125,49739900.0,^GDAXI,-8.587555213844098,-15.320825594475465,6.733270380631367,4275.7001953125,23.7099609375,42.857174288794475,4271.309033203125,4304.386891682942,-33.07785847981722
2005-05-17,4274.2900390625,4276.93017578125,4232.669921875,4251.77001953125,4251.77001953125,82449600.0,^GDAXI,-8.767443090577217,-14.010149093174354,5.242706002597137,4262.18017578125,44.26025390625,42.95899402521551,4271.93203125,4301.371683756511,-29.439652506510356
2005-05-18,4273.990234375,4326.2099609375,4268.6298828125,4324.60009765625,4324.60009765625,114075000.0,^GDAXI,-3.0396160537911783,-11.816042484599365,8.776426430808186,4251.77001953125,74.43994140625,45.2409252669772,4277.95703125,4300.309183756511,-22.35215250651072
2005-05-19,4338.169921875,4364.41015625,4337.52978515625,4360.419921875,4360.419921875,96554200.0,^GDAXI,4.31941546940925,-8.588950892975928,12.908366362385179,4324.60009765625,39.81005859375,44.84767876893043,4284.048046875,4300.782928466797,-16.734881591796693
2005-05-20,4358.66015625,4379.56982421875,4351.330078125,4360.68017578125,4360.68017578125,122352200.0,^GDAXI,10.054464097050186,-4.860267894211159,14.914731991261345,4360.419921875,28.23974609375,43.6462847023618,4289.01005859375,4300.786885579427,-11.776826985676962
2005-05-23,4383.02001953125,4410.72998046875,4374.490234375,4406.9501953125,4406.9501953125,108138600.0,^GDAXI,18.10112486104026,-0.26798934241250494,18.369114203452767,4360.68017578125,50.0498046875,44.10908502132997,4300.4640625,4301.612935384114,-1.1488728841140983
2005-05-24,4412.419921875,4413.58984375,4382.91015625,4396.64013671875,4396.64013671875,88147300.0,^GDAXI,23.379325895940383,4.461473705874653,18.91785219006573,4406.9501953125,30.6796875,43.13932356089862,4315.015087890625,4301.799397786458,13.215690104167152
2005-05-25,4393.43017578125,4404.56005859375,4377.31982421875,4389.5400390625,4389.5400390625,83469800.0,^GDAXI,26.68341982255515,8.905862929674283,17.777556892880867,4396.64013671875,27.240234375,41.992119694269356,4329.553076171875,4303.475026448567,26.07804972330723
2005-05-26,4391.580078125,4442.93994140625,4389.2900390625,4436.60009765625,4436.60009765625,93739600.0,^GDAXI,32.70328147612872,13.665346639362287,19.037934836766436,4389.5400390625,53.64990234375,42.832679855060846,4346.50810546875,4305.989196777344,40.51890869140607
2005-05-27,4442.66015625,4453.009765625,4431.58984375,4444.7099609375,4444.7099609375,89170300.0,^GDAXI,37.689823830896785,18.470242077989912,19.219581752906873,4436.60009765625,21.419921875,41.289797934937944,4363.40908203125,4308.437733968099,54.97134806315171
2005-05-30,4445.2099609375,4482.02001953125,4440.35986328125,4480.43017578125,4480.43017578125,55961800.0,^GDAXI,44.00376852893078,23.576947368450778,20.42682116048,4444.7099609375,41.66015625,41.3164671665356,4385.23408203125,4312.272532145183,72.96154988606759
2005-05-31,4480.0,4480.68017578125,4459.2001953125,4460.6298828125,4460.6298828125,103329000.0,^GDAXI,46.87456010992446,28.236469916944564,18.638090192979895,4480.43017578125,21.47998046875,39.88888525017176,4406.120068359375,4315.1879475911455,90.93212076822965
